"","Product ID","Type","Air temperature [K]","Process temperature [K]","Rotational speed [rpm]","Torque [Nm]"
"561","L47739","L","297.5","309.4","1503","40.6"
"562","L47740","L","297.5","309.4","1318","58.2"
"563","M15421","M","297.5","309.4","1678","34.4"
"564","L47742","L","297.6","309.5","1574","30.9"
"565","L47743","L","297.7","309.6","1529","35.2"
"566","H29978","H","297.6","309.6","1669","32.1"
"567","H29979","H","297.7","309.7","1570","35.8"
"568","M15426","M","297.6","309.7","1541","33.7"
"569","M15427","M","297.7","309.7","1680","30.2"
"570","L47748","L","297.8","309.7","1935","22.1"
"571","M15429","M","297.7","309.6","1596","35.2"
"572","L47750","L","297.7","309.7","1498","41.0"
"573","M15431","M","297.8","309.8","1676","29.0"
"574","L47752","L","297.8","309.9","1351","49.0"
"575","L47753","L","297.9","309.9","1472","45.0"
"576","M15434","M","297.9","310","1439","41.7"
"577","M15435","M","297.9","309.9","1410","55.4"
"578","H29990","H","297.7","309.7","1440","51.1"
"579","L47757","L","297.7","309.7","1591","37.7"
"580","L47758","L","297.8","309.8","1533","36.8"
"581","M15439","M","297.8","309.7","1700","31.3"
"582","M15440","M","297.8","309.8","1798","25.5"
"583","L47761","L","297.8","309.7","1394","42.9"
"584","L47762","L","297.8","309.7","1341","49.2"
"585","H29997","H","297.7","309.6","1697","32.2"
"586","H29998","H","297.6","309.6","1419","48.2"
"587","L47765","L","297.6","309.5","2001","20.5"
"588","L47766","L","297.6","309.6","1501","49.8"
"589","H30001","H","297.6","309.5","1623","33.1"
"590","L47768","L","297.6","309.4","1628","33.4"
"591","L47769","L","297.6","309.4","1491","40.2"
"592","L47770","L","297.5","309.4","1517","36.7"
"593","H30005","H","297.5","309.3","1525","41.7"
"594","H30006","H","297.5","309.5","1668","27.9"
"595","L47773","L","297.5","309.6","1312","50.7"
"596","H30008","H","297.6","309.6","1278","50.4"
"597","M15455","M","297.6","309.6","1330","53.1"
"598","M15456","M","297.6","309.6","1530","37.3"
"599","H30011","H","297.6","309.6","1428","46.6"
"600","L47778","L","297.7","309.6","1480","47.9"
"601","H30013","H","297.7","309.7","1616","31.1"
"602","L47780","L","297.8","309.7","1547","37.3"
"603","L47781","L","297.9","309.7","2194","16.8"
"604","L47782","L","297.9","309.8","2000","21.3"
"605","L47783","L","297.9","309.8","1336","71.6"
"606","L47784","L","297.9","309.9","1542","33.8"
"607","M15465","M","297.9","309.8","1693","29.9"
"608","L47786","L","297.9","309.8","1461","50.5"
"609","M15467","M","298.0","309.9","1565","33.9"
"610","L47788","L","298.0","309.9","1403","47.7"
"611","L47789","L","298.1","309.9","1629","32.5"
"612","L47790","L","298.1","310","1534","33.7"
"613","L47791","L","298.1","310","1553","40.9"
"614","L47792","L","298.1","309.9","1563","32.8"
"615","L47793","L","298.1","309.9","1634","30.0"
"616","M15474","M","298.0","309.9","1445","45.2"
"617","L47795","L","298.1","309.9","1642","30.4"
"618","H30030","H","298.1","309.9","1686","29.1"
"619","M15477","M","298.1","310","1393","43.1"
"620","H30032","H","298.2","310","1433","44.2"
"621","L47799","L","298.3","310","1507","44.7"
"622","M15480","M","298.3","310.1","1389","49.6"
"623","L47801","L","298.3","310.1","1408","45.3"
"624","M15482","M","298.4","310.2","1725","32.0"
"625","L47803","L","298.4","310.1","1926","23.7"
"626","H30038","H","298.3","310.1","1509","37.6"
"627","L47805","L","298.3","310.1","1545","36.3"
"628","L47806","L","298.4","310.1","1533","35.2"
"629","L47807","L","298.4","310.1","1455","42.2"
"630","M15488","M","298.4","310.1","1335","57.8"
"631","L47809","L","298.3","310.1","1523","45.9"
"632","L47810","L","298.3","310","1460","47.6"
"633","L47811","L","298.4","310","1554","37.3"
"634","H30046","H","298.3","310","1419","47.1"
"635","L47813","L","298.3","310","1442","43.9"
"636","L47814","L","298.3","309.9","1507","41.6"
"637","L47815","L","298.3","310","1858","23.9"
"638","L47816","L","298.3","309.9","1463","43.9"
"639","L47817","L","298.2","309.7","1585","37.4"
"640","L47818","L","298.0","309.6","1536","37.3"
"641","L47819","L","298.0","309.6","1403","51.3"
"642","M15500","M","297.9","309.6","1515","38.8"
"643","L47821","L","297.9","309.5","1390","47.9"
"644","M15502","M","297.8","309.4","1226","58.7"
"645","M15503","M","297.8","309.4","1495","36.5"
"646","H30058","H","297.7","309.4","1608","30.2"
"647","L47825","L","297.7","309.4","1392","44.1"
"648","M15506","M","297.7","309.4","1461","43.7"
"649","L47827","L","297.7","309.3","1559","36.9"
"650","H30062","H","297.7","309.3","1400","48.9"
"651","M15509","M","297.7","309.2","1732","28.8"
"652","L47830","L","297.6","309.2","1611","33.1"
"653","L47831","L","297.6","309.1","1503","38.9"
"654","L47832","L","297.7","309.2","1391","44.5"
"655","L47833","L","297.8","309.3","2015","20.1"
"656","L47834","L","297.8","309.2","1683","30.9"
"657","L47835","L","297.7","309.1","1435","38.8"
"658","M15516","M","297.7","309.1","1732","28.1"
"659","L47837","L","297.7","309.2","1365","58.6"
"660","L47838","L","297.7","309.1","1562","36.8"
"661","L47839","L","297.6","309.1","1449","49.1"
"662","M15520","M","297.7","309.2","1700","27.4"
"663","M15521","M","297.6","309","1427","45.6"
"664","M15522","M","297.6","308.9","1479","38.1"
"665","L47843","L","297.5","308.9","1469","44.0"
"666","L47844","L","297.5","308.9","1390","47.4"
"667","L47845","L","297.5","308.9","1729","28.1"
"668","L47846","L","297.5","309","1470","43.5"
"669","L47847","L","297.5","308.9","1459","48.5"
"670","L47848","L","297.5","308.9","1738","24.0"
"671","H30083","H","297.5","308.9","1471","37.7"
"672","L47850","L","297.6","309","1822","25.4"
"673","L47851","L","297.5","308.9","1554","34.8"
"674","M15532","M","297.6","308.9","1433","43.2"
"675","L47853","L","297.6","308.9","1449","47.7"
"676","L47854","L","297.8","309","1456","41.2"
"677","M15535","M","297.8","309.1","1424","45.5"
"678","H30090","H","297.9","309.2","1577","34.7"
"679","L47857","L","297.9","309.2","1478","39.7"
"680","M15538","M","297.8","309.2","1295","61.2"
"681","L47859","L","297.8","309.2","1372","47.3"
"682","M15540","M","297.8","309.1","1432","42.6"
"683","M15541","M","297.7","309","1656","33.2"
"684","H30096","H","297.8","309","1410","48.8"
"685","L47863","L","297.7","309","1874","24.4"
"686","L47864","L","297.7","309","1538","43.2"
"687","M15545","M","297.7","309","1636","29.7"
"688","M15546","M","297.7","309","1504","40.4"
"689","M15547","M","297.7","309","1531","42.4"
"690","H30102","H","297.6","309","1735","26.4"
"691","H30103","H","297.6","309","1354","55.6"
"692","H30104","H","297.6","309","1413","40.2"
"693","L47871","L","297.7","309.1","1563","39.3"
"694","L47872","L","297.7","309.1","1479","42.1"
"695","L47873","L","297.7","309.1","1477","38.3"
"696","L47874","L","297.6","309.1","1394","50.0"
"697","L47875","L","297.6","309","1487","45.4"
"698","M15556","M","297.6","309","1815","25.3"
"699","M15557","M","297.6","308.8","1453","39.7"
"700","L47878","L","297.6","308.8","1539","40.2"
"701","H30113","H","297.5","308.7","1416","39.2"
"702","M15560","M","297.6","308.8","1683","31.6"
"703","L47881","L","297.7","308.8","1515","40.1"
"704","M15562","M","297.7","308.9","1531","48.3"
"705","H30117","H","297.7","308.9","1479","40.9"
"706","L47884","L","297.7","308.9","1516","33.7"
"707","L47885","L","297.7","309","1507","38.2"
"708","M15566","M","297.8","309","1434","43.3"
"709","L47887","L","297.7","308.9","1838","27.3"
"710","M15568","M","297.6","308.8","1416","45.9"
"711","M15569","M","297.6","308.8","1357","49.7"
"712","M15570","M","297.5","308.7","1697","28.1"
"713","L47891","L","297.5","308.7","1443","46.2"
"714","L47892","L","297.5","308.7","1453","37.6"
"715","L47893","L","297.4","308.6","1439","46.4"
"716","L47894","L","297.4","308.6","1609","36.2"
"717","L47895","L","297.4","308.6","1324","59.1"
"718","H30130","H","297.4","308.6","1420","45.8"
"719","L47897","L","297.4","308.7","1545","36.9"
"720","L47898","L","297.5","308.8","1477","39.0"
"721","L47899","L","297.4","308.8","1447","58.1"
"722","L47900","L","297.4","308.9","1809","23.8"
"723","L47901","L","297.5","308.9","1696","30.9"
"724","L47902","L","297.5","308.9","1427","44.7"
"725","M15583","M","297.4","308.9","1500","46.3"
"726","L47904","L","297.5","308.9","1390","44.6"
"727","L47905","L","297.4","308.8","1640","34.2"
"728","M15586","M","297.4","308.8","1628","37.4"
"729","H30141","H","297.3","308.6","1499","37.6"
"730","M15588","M","297.4","308.7","1425","50.3"
"731","L47909","L","297.3","308.6","1586","37.7"
"732","M15590","M","297.3","308.6","1471","50.7"
"733","M15591","M","297.3","308.6","1431","53.0"
"734","L47912","L","297.2","308.6","1924","22.1"
"735","M15593","M","297.1","308.4","1421","42.0"
"736","H30148","H","297.0","308.4","1305","54.6"
"737","L47915","L","296.9","308.4","1557","32.4"
"738","L47916","L","296.9","308.3","1555","38.2"
"739","H30151","H","296.9","308.3","1474","39.2"
"740","L47918","L","296.8","308.3","1506","45.9"
"741","L47919","L","296.9","308.4","1390","41.8"
"742","M15600","M","296.9","308.4","1450","46.9"
"743","L47921","L","296.9","308.3","1513","38.8"
"744","L47922","L","296.8","308.2","1643","34.7"
"745","L47923","L","296.8","308.2","1361","53.8"
"746","L47924","L","296.7","308.1","1450","40.9"
"747","L47925","L","296.7","308","1451","50.7"
"748","L47926","L","296.8","308.1","1289","62.0"
"749","L47927","L","296.8","308.1","1356","48.3"
"750","H30162","H","296.7","308.1","1528","46.3"
"751","L47929","L","296.6","308","1978","22.3"
"752","L47930","L","296.7","308","1535","36.8"
"753","M15611","M","296.8","308.1","1843","24.2"
"754","L47932","L","296.9","308.1","1422","48.7"
"755","L47933","L","296.8","308","1536","40.4"
"756","M15614","M","296.9","308.1","1483","44.3"
"757","H30169","H","296.8","308.1","1492","43.7"
"758","L47936","L","296.8","308","1584","40.4"
"759","L47937","L","296.9","308.1","1555","33.7"
"760","L47938","L","296.8","308","1497","41.7"
"761","M15619","M","296.7","307.8","1537","36.3"
"762","L47940","L","296.7","307.8","1505","39.4"
"763","L47941","L","296.7","307.8","1646","34.6"
"764","M15622","M","296.7","307.8","1286","60.5"
"765","L47943","L","296.7","307.8","1400","47.5"
"766","L47944","L","296.8","307.9","1337","56.5"
"767","L47945","L","296.9","308","1332","53.9"
"768","L47946","L","296.8","308","1561","38.3"
"769","L47947","L","296.9","308","1546","31.1"
"770","L47948","L","296.9","308","1713","29.3"
"771","L47949","L","296.9","308","1343","44.5"
"772","L47950","L","296.8","308","1391","54.4"
"773","H30185","H","296.8","308","1311","58.6"
"774","H30186","H","296.8","308","1453","51.0"
"775","L47953","L","296.8","308","1510","39.4"
"776","L47954","L","296.8","307.9","1448","48.8"
"777","L47955","L","296.7","307.8","1453","46.0"
"778","L47956","L","296.7","307.8","1468","39.2"
"779","L47957","L","296.7","307.8","1382","47.5"
"780","L47958","L","296.7","308","1580","32.2"
"781","L47959","L","296.8","308","1666","29.8"
"782","M15640","M","296.9","308","1409","50.7"
"783","L47961","L","296.8","308","1675","29.7"
"784","L47962","L","296.8","307.9","1698","30.8"
"785","H30197","H","296.7","307.9","1579","33.4"
"786","L47964","L","296.7","307.9","1743","27.9"
"787","M15645","M","296.9","308","1497","44.8"
"788","L47966","L","296.9","308.1","1741","28.8"
"789","L47967","L","296.9","308.1","1435","45.3"
"790","M15648","M","296.9","308.1","1440","46.3"
"791","M15649","M","296.9","308","1641","33.3"
"792","L47970","L","296.8","307.9","1420","45.4"
"793","L47971","L","296.8","307.9","1611","35.4"
"794","L47972","L","296.8","307.8","1373","42.9"
"795","M15653","M","296.8","307.9","1683","31.8"
"796","H30208","H","296.9","307.9","1547","32.6"
"797","L47975","L","296.9","307.8","1605","37.0"
"798","M15656","M","296.9","307.9","2010","18.9"
"799","L47977","L","296.8","307.7","1565","40.1"
"800","M15658","M","296.9","307.8","1828","24.6"
"801","M15659","M","297.0","307.8","1579","34.1"
"802","M15660","M","297.0","307.9","1882","24.2"
"803","L47981","L","296.9","307.8","1285","52.1"
"804","L47982","L","296.9","307.8","1571","35.0"
"805","H30217","H","296.9","307.8","1549","37.8"
"806","M15664","M","296.9","307.8","1544","37.6"
"807","M15665","M","297.0","307.9","1412","47.4"
"808","M15666","M","297.0","307.9","1422","53.0"
"809","L47987","L","297.0","307.7","1867","22.8"
"810","L47988","L","296.9","307.7","1424","43.3"
"811","L47989","L","296.9","307.6","1452","45.7"
"812","L47990","L","296.9","307.7","1550","39.7"
"813","L47991","L","296.8","307.6","1588","37.6"
"814","L47992","L","296.8","307.6","1338","44.4"
"815","L47993","L","296.8","307.6","1513","40.0"
"816","M15674","M","296.8","307.5","1470","45.9"
"817","M15675","M","296.8","307.5","1516","36.7"
"818","L47996","L","296.8","307.6","1434","48.3"
"819","L47997","L","296.8","307.6","1368","52.0"
"820","L47998","L","296.8","307.6","1304","48.7"
"821","L47999","L","296.8","307.6","1398","46.7"
"822","L48000","L","296.7","307.6","1516","37.4"
"823","L48001","L","296.7","307.6","1474","41.7"
"824","M15682","M","296.7","307.6","1547","34.7"
"825","M15683","M","296.6","307.5","1482","39.9"
"826","L48004","L","296.6","307.4","1436","42.8"
"827","L48005","L","296.6","307.3","1474","40.0"
"828","L48006","L","296.5","307.2","1481","38.2"
"829","L48007","L","296.5","307.3","1501","42.1"
"830","L48008","L","296.5","307.3","1566","37.2"
"831","L48009","L","296.5","307.3","1579","34.5"
"832","L48010","L","296.6","307.4","1631","35.0"
"833","M15691","M","296.6","307.4","1544","42.3"
"834","L48012","L","296.6","307.4","1521","38.6"
"835","L48013","L","296.6","307.4","1616","28.0"
"836","H30248","H","296.6","307.4","1333","50.2"
"837","M15695","M","296.7","307.4","1533","32.5"
"838","L48016","L","296.6","307.4","1368","45.1"
"839","L48017","L","296.6","307.4","1465","47.8"
"840","H30252","H","296.6","307.4","1406","41.5"
"841","M15699","M","296.5","307.4","1565","43.5"
"842","L48020","L","296.6","307.5","1582","37.9"
"843","L48021","L","296.6","307.5","1439","45.5"
"844","M15702","M","296.6","307.5","1566","35.0"
"845","L48023","L","296.6","307.5","1485","42.7"
"846","L48024","L","296.5","307.5","1566","35.1"
"847","L48025","L","296.3","307.3","1439","41.5"
"848","M15706","M","296.4","307.4","1416","50.0"
"849","L48027","L","296.4","307.4","2833","5.6"
"850","L48028","L","296.3","307.4","1465","47.1"
"851","H30263","H","296.4","307.4","1586","35.5"
"852","L48030","L","296.3","307.3","1567","31.4"
"853","M15711","M","296.2","307.2","1389","48.6"
"854","M15712","M","296.3","307.3","1368","49.5"
"855","L48033","L","296.3","307.3","1444","49.0"
"856","M15714","M","296.3","307.3","1498","41.6"
"857","L48035","L","296.1","307.2","1615","30.8"
"858","L48036","L","296.1","307.1","1898","22.7"
"859","M15717","M","296.1","307.1","1350","53.3"
"860","M15718","M","296.2","307","1516","37.6"
"861","H30273","H","296.2","307","1542","40.6"
"862","H30274","H","296.1","306.9","1541","32.6"
"863","M15721","M","296.1","306.9","1951","23.3"
"864","H30276","H","296.1","306.8","1645","31.0"
"865","L48043","L","296.0","306.7","1416","44.2"
"866","M15724","M","296.0","306.7","2044","22.3"
"867","L48045","L","295.9","306.6","1414","50.2"
"868","L48046","L","295.9","306.6","1678","26.7"
"869","H30281","H","295.9","306.5","1594","33.2"
"870","M15728","M","295.8","306.5","1514","37.7"
"871","L48049","L","295.8","306.5","1358","49.2"
"872","L48050","L","295.8","306.4","1325","56.2"
"873","L48051","L","295.8","306.4","1339","53.2"
"874","M15732","M","295.8","306.4","1335","51.7"
"875","L48053","L","295.9","306.4","1892","21.7"
"876","L48054","L","295.9","306.4","1575","28.5"
"877","M15735","M","295.8","306.3","1444","45.5"
"878","L48056","L","295.7","306.3","1915","22.4"
"879","M15737","M","295.6","306.2","1584","33.6"
"880","M15738","M","295.7","306.3","1685","34.9"
"881","L48059","L","295.8","306.3","1337","54.6"
"882","M15740","M","295.8","306.3","1235","76.2"
"883","L48061","L","295.7","306.2","1464","46.2"
"884","M15742","M","295.7","306.2","1739","25.9"
"885","L48063","L","295.7","306.3","1490","34.3"
"886","L48064","L","295.8","306.4","1356","48.0"
"887","L48065","L","295.7","306.2","1397","52.0"
"888","L48066","L","295.7","306.2","1458","40.6"
"889","H30301","H","295.7","306.2","2161","16.5"
"890","M15748","M","295.6","306.1","1651","28.1"
"891","L48069","L","295.6","306.1","1389","46.2"
"892","L48070","L","295.6","306","1370","52.4"
"893","L48071","L","295.7","306.1","1408","47.9"
"894","L48072","L","295.7","306.1","1343","54.4"
"895","M15753","M","295.7","306.2","1423","42.5"
"896","L48074","L","295.6","306.2","1426","48.6"
"897","M15755","M","295.6","306.2","1435","51.6"
"898","L48076","L","295.5","306.1","1573","35.1"
"899","L48077","L","295.6","306.2","1612","31.2"
"900","L48078","L","295.6","306.2","1446","49.9"
"901","H30313","H","295.6","306.2","1329","55.3"
"902","L48080","L","295.6","306.2","1569","35.1"
"903","H30315","H","295.6","306.1","1256","62.3"
"904","L48082","L","295.6","306.1","1383","48.7"
"905","L48083","L","295.7","306.2","2270","14.6"
